;Lower Arc;//%{-41.960113, -114.6, 28.594533}/{0.0, -114.6, 27.657083}/{41.960113, -114.6, 28.594533}%{-51.77949, -102.6, 27.365479}/{0.0, -102.6, 26.20865}/{51.77949, -102.6, 27.365479}%{-56.797949, -90.6, 25.84155}/{0.0, -90.6, 24.572601}/{56.797949, -90.6, 25.84155}%{-59.542565, -78.6, 24.397293}/{0.0, -78.6, 23.067025}/{59.542565, -78.6, 24.397293}%{-60.940943, -66.6, 23.280357}/{0.0, -66.6, 21.918847}/{60.940943, -66.6, 23.280357}%{-61.481682, -54.6, 22.678016}/{0.0, -54.6, 21.304426}/{61.481682, -54.6, 22.678016}%{-61.5, -42.6, 22.650864}/{0.0, -42.6, 21.276864}/{61.5, -42.6, 22.650864}%{-61.5, -30.6, 22.650864}/{0.0, -30.6, 21.276864}/{61.5, -30.6, 22.650864}%{-61.5, -18.6, 22.650864}/{0.0, -18.6, 21.276864}/{61.5, -18.6, 22.650864}%{-61.5, -6.6, 22.650864}/{0.0, -6.6, 21.276864}/{61.5, -6.6, 22.650864}%{-61.5, 5.4, 22.650864}/{0.0, 5.4, 21.276864}/{61.5, 5.4, 22.650864}%{-61.5, 17.4, 22.650864}/{0.0, 17.4, 21.276864}/{61.5, 17.4, 22.650864}%{-61.5, 29.4, 22.650864}/{0.0, 29.4, 21.276864}/{61.5, 29.4, 22.650864}%{-61.5, 41.4, 22.650864}/{0.0, 41.4, 21.276864}/{61.5, 41.4, 22.650864}%{-61.492435, 53.4, 22.662077}/{0.0, 53.4, 21.288246}/{61.492435, 53.4, 22.662077}%{-61.018313, 65.4, 23.200764}/{-2.1633e-8, 65.4, 21.837525}/{61.018313, 65.4, 23.200764}%{-59.724491, 77.4, 24.269371}/{-9.216e-8, 77.4, 22.935039}/{59.724491, 77.4, 24.269371}%{-57.150278, 89.4, 25.688916}/{-6.3371e-7, 89.4, 24.412095}/{57.150277, 89.4, 25.688915}%{-52.438092, 101.4, 27.218631}/{-1.442e-6, 101.4, 26.047087}/{52.438089, 101.4, 27.21863}%{-43.431411, 113.4, 28.510396}/{-4.1479e-6, 113.4, 27.540074}/{43.431402, 113.4, 28.510394}%{-16.317417, 125.4, 28.641943}/{-0.000013, 125.4, 28.277387}/{16.317392, 125.4, 28.641941};;;Yannis;;;
;Upper Arc;//%{-41.960113, -114.6, 28.594533}/{0.0, -114.6, 33.447579}/{41.960113, -114.6, 28.594533}%{-51.77949, -102.6, 27.365479}/{0.0, -102.6, 33.354219}/{51.77949, -102.6, 27.365479}%{-56.797949, -90.6, 25.84155}/{0.0, -90.6, 32.410718}/{56.797949, -90.6, 25.84155}%{-59.542565, -78.6, 24.397293}/{0.0, -78.6, 31.283899}/{59.542565, -78.6, 24.397293}%{-60.940943, -66.6, 23.280357}/{0.0, -66.6, 30.328697}/{60.940943, -66.6, 23.280357}%{-61.481682, -54.6, 22.678016}/{0.0, -54.6, 29.788898}/{61.481682, -54.6, 22.678016}%{-61.5, -42.6, 22.650864}/{0.0, -42.6, 29.763864}/{61.5, -42.6, 22.650864}%{-61.5, -30.6, 22.650864}/{0.0, -30.6, 29.763864}/{61.5, -30.6, 22.650864}%{-61.5, -18.6, 22.650864}/{0.0, -18.6, 29.763864}/{61.5, -18.6, 22.650864}%{-61.5, -6.6, 22.650864}/{0.0, -6.6, 29.763864}/{61.5, -6.6, 22.650864}%{-61.5, 5.4, 22.650864}/{0.0, 5.4, 29.763864}/{61.5, 5.4, 22.650864}%{-61.5, 17.4, 22.650864}/{0.0, 17.4, 29.763864}/{61.5, 17.4, 22.650864}%{-61.5, 29.4, 22.650864}/{0.0, 29.4, 29.763864}/{61.5, 29.4, 22.650864}%{-61.5, 41.4, 22.650864}/{0.0, 41.4, 29.763864}/{61.5, 41.4, 22.650864}%{-61.492435, 53.4, 22.662077}/{0.0, 53.4, 29.774202}/{61.492435, 53.4, 22.662077}%{-61.018313, 65.4, 23.200764}/{-2.1633e-8, 65.4, 30.258052}/{61.018313, 65.4, 23.200764}%{-59.724491, 77.4, 24.269371}/{-9.216e-8, 77.4, 31.177018}/{59.724491, 77.4, 24.269371}%{-57.150278, 89.4, 25.688916}/{-6.3371e-7, 89.4, 32.298833}/{57.150277, 89.4, 25.688915}%{-52.438092, 101.4, 27.218631}/{-1.442e-6, 101.4, 33.283543}/{52.438089, 101.4, 27.21863}%{-43.431411, 113.4, 28.510396}/{-4.1479e-6, 113.4, 33.533608}/{43.431402, 113.4, 28.510394}%{-16.317417, 125.4, 28.641943}/{-0.000013, 125.4, 30.529189}/{16.317392, 125.4, 28.641941};;;Yannis;;;
Comments;Parameter;New Value;Obstruction;Old Value;Owner;Importance;Date;Author
Tracks are centred on 0,0,0 in Y direction.;minWidth;124.000;;120.000;Hans;;utc 10/23/2013 14:50:15;Yannis
;minLength;254.000;;220.000;Hans;;;
Sorry, forgot to check c-value > 0,09/ Vertical dim top border inside;minHeight;8.669;;15.999;Hans;;;
Each panel goes from truss to truss. The panles are obtained by subdividing each strip of envelope between two trusses.  This number operates the subdivision.;transv subdiv;20.0;;15.0;Michela;;;
measured from structure underneath;window's top;2.8;;;Michela;;;
measured from structure underneath;window's bottom;0.0;;;Michela;;;
Each panel goes from truss to truss. The panles are obtained by subdividing each strip of envelope between two trusses.  This number operates the subdivision.;density of trusses;14.0;;;Michela;;;
measured from structure underneath;height of top trusses;40.0;;;Michela;;;
measured from structure underneath;height of bottom trusses;20.0;;;Michela;;;
maximum irradiation is achieved at an angle of 36 degrees;tilt angle;36.0;;;Irem;;;
maximum irradiation is achieved at an angle of 5 degrees west of south;orientation to south;5.0;;;Irem;;;
;PV Annual energy Yield in kWh/a;1663200.0;;;Irem;;;
Request for module surface area, a random value is used;PV module surface area;30000.0;;;Irem;;;
Request for module width, a random value is used;module width;0.45;;;Irem;;;
Truss height is expressed as a fraction of the total width of the roof/ Height of Trusses;Truss Height;5.2;;;Yannis;;;
;Number of Welds;474;;;Yannis;;;
;Average Length of Trusses;9.301.975;;;Yannis;;;
;Lower Arc;//%{-41.960113, -114.6, 28.594533}/{0.0, -114.6, 27.657083}/{41.960113, -114.6, 28.594533}%{-51.77949, -102.6, 27.365479}/{0.0, -102.6, 26.20865}/{51.77949, -102.6, 27.365479}%{-56.797949, -90.6, 25.84155}/{0.0, -90.6, 24.572601}/{56.797949, -90.6, 25.84155}%{-59.542565, -78.6, 24.397293}/{0.0, -78.6, 23.067025}/{59.542565, -78.6, 24.397293}%{-60.940943, -66.6, 23.280357}/{0.0, -66.6, 21.918847}/{60.940943, -66.6, 23.280357}%{-61.481682, -54.6, 22.678016}/{0.0, -54.6, 21.304426}/{61.481682, -54.6, 22.678016}%{-61.5, -42.6, 22.650864}/{0.0, -42.6, 21.276864}/{61.5, -42.6, 22.650864}%{-61.5, -30.6, 22.650864}/{0.0, -30.6, 21.276864}/{61.5, -30.6, 22.650864}%{-61.5, -18.6, 22.650864}/{0.0, -18.6, 21.276864}/{61.5, -18.6, 22.650864}%{-61.5, -6.6, 22.650864}/{0.0, -6.6, 21.276864}/{61.5, -6.6, 22.650864}%{-61.5, 5.4, 22.650864}/{0.0, 5.4, 21.276864}/{61.5, 5.4, 22.650864}%{-61.5, 17.4, 22.650864}/{0.0, 17.4, 21.276864}/{61.5, 17.4, 22.650864}%{-61.5, 29.4, 22.650864}/{0.0, 29.4, 21.276864}/{61.5, 29.4, 22.650864}%{-61.5, 41.4, 22.650864}/{0.0, 41.4, 21.276864}/{61.5, 41.4, 22.650864}%{-61.492435, 53.4, 22.662077}/{0.0, 53.4, 21.288246}/{61.492435, 53.4, 22.662077}%{-61.018313, 65.4, 23.200764}/{-2.1633e-8, 65.4, 21.837525}/{61.018313, 65.4, 23.200764}%{-59.724491, 77.4, 24.269371}/{-9.216e-8, 77.4, 22.935039}/{59.724491, 77.4, 24.269371}%{-57.150278, 89.4, 25.688916}/{-6.3371e-7, 89.4, 24.412095}/{57.150277, 89.4, 25.688915}%{-52.438092, 101.4, 27.218631}/{-1.442e-6, 101.4, 26.047087}/{52.438089, 101.4, 27.21863}%{-43.431411, 113.4, 28.510396}/{-4.1479e-6, 113.4, 27.540074}/{43.431402, 113.4, 28.510394}%{-16.317417, 125.4, 28.641943}/{-0.000013, 125.4, 28.277387}/{16.317392, 125.4, 28.641941};;;Yannis;;;
;Upper Arc;//%{-41.960113, -114.6, 28.594533}/{0.0, -114.6, 33.447579}/{41.960113, -114.6, 28.594533}%{-51.77949, -102.6, 27.365479}/{0.0, -102.6, 33.354219}/{51.77949, -102.6, 27.365479}%{-56.797949, -90.6, 25.84155}/{0.0, -90.6, 32.410718}/{56.797949, -90.6, 25.84155}%{-59.542565, -78.6, 24.397293}/{0.0, -78.6, 31.283899}/{59.542565, -78.6, 24.397293}%{-60.940943, -66.6, 23.280357}/{0.0, -66.6, 30.328697}/{60.940943, -66.6, 23.280357}%{-61.481682, -54.6, 22.678016}/{0.0, -54.6, 29.788898}/{61.481682, -54.6, 22.678016}%{-61.5, -42.6, 22.650864}/{0.0, -42.6, 29.763864}/{61.5, -42.6, 22.650864}%{-61.5, -30.6, 22.650864}/{0.0, -30.6, 29.763864}/{61.5, -30.6, 22.650864}%{-61.5, -18.6, 22.650864}/{0.0, -18.6, 29.763864}/{61.5, -18.6, 22.650864}%{-61.5, -6.6, 22.650864}/{0.0, -6.6, 29.763864}/{61.5, -6.6, 22.650864}%{-61.5, 5.4, 22.650864}/{0.0, 5.4, 29.763864}/{61.5, 5.4, 22.650864}%{-61.5, 17.4, 22.650864}/{0.0, 17.4, 29.763864}/{61.5, 17.4, 22.650864}%{-61.5, 29.4, 22.650864}/{0.0, 29.4, 29.763864}/{61.5, 29.4, 22.650864}%{-61.5, 41.4, 22.650864}/{0.0, 41.4, 29.763864}/{61.5, 41.4, 22.650864}%{-61.492435, 53.4, 22.662077}/{0.0, 53.4, 29.774202}/{61.492435, 53.4, 22.662077}%{-61.018313, 65.4, 23.200764}/{-2.1633e-8, 65.4, 30.258052}/{61.018313, 65.4, 23.200764}%{-59.724491, 77.4, 24.269371}/{-9.216e-8, 77.4, 31.177018}/{59.724491, 77.4, 24.269371}%{-57.150278, 89.4, 25.688916}/{-6.3371e-7, 89.4, 32.298833}/{57.150277, 89.4, 25.688915}%{-52.438092, 101.4, 27.218631}/{-1.442e-6, 101.4, 33.283543}/{52.438089, 101.4, 27.21863}%{-43.431411, 113.4, 28.510396}/{-4.1479e-6, 113.4, 33.533608}/{43.431402, 113.4, 28.510394}%{-16.317417, 125.4, 28.641943}/{-0.000013, 125.4, 30.529189}/{16.317392, 125.4, 28.641941};;;Yannis;;;
Distance between every truss;Inter-Truss Distance;12;;;Yannis;;;
Height of Roof due to slope;Slope-height;5.2;;;Yannis;;;
Distance between every knot on the beams;Inter-Segment Distance;7.235.294;;;Yannis;;;
Comments;Parameter;New Value;Obstruction;Old Value;Owner;Importance;Date;Author
Tracks are centred on 0,0,0 in Y direction.;minWidth;124.951;;120.000;Hans;;utc 10/23/2013 14:52:49;Hans
;minLength;253.998;;220.000;Hans;;;
Sorry, forgot to check c-value > 0,09/ Vertical dim top border inside;minHeight;2.500;;15.999;Hans;;;
Each panel goes from truss to truss. The panles are obtained by subdividing each strip of envelope between two trusses.  This number operates the subdivision.;transv subdiv;20.0;;15.0;Michela;;;
measured from structure underneath;window's top;2.8;;;Michela;;;
measured from structure underneath;window's bottom;0.0;;;Michela;;;
Each panel goes from truss to truss. The panles are obtained by subdividing each strip of envelope between two trusses.  This number operates the subdivision.;density of trusses;14.0;;;Michela;;;
measured from structure underneath;height of top trusses;40.0;;;Michela;;;
measured from structure underneath;height of bottom trusses;20.0;;;Michela;;;
maximum irradiation is achieved at an angle of 36 degrees;tilt angle;36.0;;;Irem;;;
maximum irradiation is achieved at an angle of 5 degrees west of south;orientation to south;5.0;;;Irem;;;
;PV Annual energy Yield in kWh/a;1663200.0;;;Irem;;;
Request for module surface area, a random value is used;PV module surface area;30000.0;;;Irem;;;
Request for module width, a random value is used;module width;0.45;;;Irem;;;
Truss height is expressed as a fraction of the total width of the roof/ Height of Trusses;Truss Height;5.2;;;Yannis;;;
;Number of Welds;474;;;Yannis;;;
;Average Length of Trusses;9.301.975;;;Yannis;;;
;Lower Arc;//%{-41.960113, -114.6, 28.594533}/{0.0, -114.6, 27.657083}/{41.960113, -114.6, 28.594533}%{-51.77949, -102.6, 27.365479}/{0.0, -102.6, 26.20865}/{51.77949, -102.6, 27.365479}%{-56.797949, -90.6, 25.84155}/{0.0, -90.6, 24.572601}/{56.797949, -90.6, 25.84155}%{-59.542565, -78.6, 24.397293}/{0.0, -78.6, 23.067025}/{59.542565, -78.6, 24.397293}%{-60.940943, -66.6, 23.280357}/{0.0, -66.6, 21.918847}/{60.940943, -66.6, 23.280357}%{-61.481682, -54.6, 22.678016}/{0.0, -54.6, 21.304426}/{61.481682, -54.6, 22.678016}%{-61.5, -42.6, 22.650864}/{0.0, -42.6, 21.276864}/{61.5, -42.6, 22.650864}%{-61.5, -30.6, 22.650864}/{0.0, -30.6, 21.276864}/{61.5, -30.6, 22.650864}%{-61.5, -18.6, 22.650864}/{0.0, -18.6, 21.276864}/{61.5, -18.6, 22.650864}%{-61.5, -6.6, 22.650864}/{0.0, -6.6, 21.276864}/{61.5, -6.6, 22.650864}%{-61.5, 5.4, 22.650864}/{0.0, 5.4, 21.276864}/{61.5, 5.4, 22.650864}%{-61.5, 17.4, 22.650864}/{0.0, 17.4, 21.276864}/{61.5, 17.4, 22.650864}%{-61.5, 29.4, 22.650864}/{0.0, 29.4, 21.276864}/{61.5, 29.4, 22.650864}%{-61.5, 41.4, 22.650864}/{0.0, 41.4, 21.276864}/{61.5, 41.4, 22.650864}%{-61.492435, 53.4, 22.662077}/{0.0, 53.4, 21.288246}/{61.492435, 53.4, 22.662077}%{-61.018313, 65.4, 23.200764}/{-2.1633e-8, 65.4, 21.837525}/{61.018313, 65.4, 23.200764}%{-59.724491, 77.4, 24.269371}/{-9.216e-8, 77.4, 22.935039}/{59.724491, 77.4, 24.269371}%{-57.150278, 89.4, 25.688916}/{-6.3371e-7, 89.4, 24.412095}/{57.150277, 89.4, 25.688915}%{-52.438092, 101.4, 27.218631}/{-1.442e-6, 101.4, 26.047087}/{52.438089, 101.4, 27.21863}%{-43.431411, 113.4, 28.510396}/{-4.1479e-6, 113.4, 27.540074}/{43.431402, 113.4, 28.510394}%{-16.317417, 125.4, 28.641943}/{-0.000013, 125.4, 28.277387}/{16.317392, 125.4, 28.641941};;;Yannis;;;
;Upper Arc;//%{-41.960113, -114.6, 28.594533}/{0.0, -114.6, 33.447579}/{41.960113, -114.6, 28.594533}%{-51.77949, -102.6, 27.365479}/{0.0, -102.6, 33.354219}/{51.77949, -102.6, 27.365479}%{-56.797949, -90.6, 25.84155}/{0.0, -90.6, 32.410718}/{56.797949, -90.6, 25.84155}%{-59.542565, -78.6, 24.397293}/{0.0, -78.6, 31.283899}/{59.542565, -78.6, 24.397293}%{-60.940943, -66.6, 23.280357}/{0.0, -66.6, 30.328697}/{60.940943, -66.6, 23.280357}%{-61.481682, -54.6, 22.678016}/{0.0, -54.6, 29.788898}/{61.481682, -54.6, 22.678016}%{-61.5, -42.6, 22.650864}/{0.0, -42.6, 29.763864}/{61.5, -42.6, 22.650864}%{-61.5, -30.6, 22.650864}/{0.0, -30.6, 29.763864}/{61.5, -30.6, 22.650864}%{-61.5, -18.6, 22.650864}/{0.0, -18.6, 29.763864}/{61.5, -18.6, 22.650864}%{-61.5, -6.6, 22.650864}/{0.0, -6.6, 29.763864}/{61.5, -6.6, 22.650864}%{-61.5, 5.4, 22.650864}/{0.0, 5.4, 29.763864}/{61.5, 5.4, 22.650864}%{-61.5, 17.4, 22.650864}/{0.0, 17.4, 29.763864}/{61.5, 17.4, 22.650864}%{-61.5, 29.4, 22.650864}/{0.0, 29.4, 29.763864}/{61.5, 29.4, 22.650864}%{-61.5, 41.4, 22.650864}/{0.0, 41.4, 29.763864}/{61.5, 41.4, 22.650864}%{-61.492435, 53.4, 22.662077}/{0.0, 53.4, 29.774202}/{61.492435, 53.4, 22.662077}%{-61.018313, 65.4, 23.200764}/{-2.1633e-8, 65.4, 30.258052}/{61.018313, 65.4, 23.200764}%{-59.724491, 77.4, 24.269371}/{-9.216e-8, 77.4, 31.177018}/{59.724491, 77.4, 24.269371}%{-57.150278, 89.4, 25.688916}/{-6.3371e-7, 89.4, 32.298833}/{57.150277, 89.4, 25.688915}%{-52.438092, 101.4, 27.218631}/{-1.442e-6, 101.4, 33.283543}/{52.438089, 101.4, 27.21863}%{-43.431411, 113.4, 28.510396}/{-4.1479e-6, 113.4, 33.533608}/{43.431402, 113.4, 28.510394}%{-16.317417, 125.4, 28.641943}/{-0.000013, 125.4, 30.529189}/{16.317392, 125.4, 28.641941};;;Yannis;;;
Distance between every truss;Inter-Truss Distance;12;;;Yannis;;;
Height of Roof due to slope;Slope-height;5.2;;;Yannis;;;
Distance between every knot on the beams;Inter-Segment Distance;7.235.294;;;Yannis;;;
"Inside nurbs curve top border. Use Text Split with "" /"" to get control points. Offset to make surface to connect trusses.";TopBorder;{-62.1, 0.0, 12.880695}/{-62.1, 16.666667, 12.880695}/{-62.1, 33.333333, 12.880695}/{-62.1, 50.0, 12.880695}/{-62.1, 54.494615, 12.880695}/{-61.995502, 58.989177, 13.028865}/{-61.469786, 67.934288, 13.562495}/{-61.046216, 72.424616, 13.950332}/{-59.721852, 81.252823, 14.860044}/{-58.805047, 85.686744, 15.39182}/{-56.2398, 94.250482, 16.456352}/{-54.568604, 98.448502, 16.996236}/{-52.362931, 102.362931, 17.459067}/{-51.503338, 103.888459, 17.639441}/{-50.56505, 105.366636, 17.80768}/{-49.539411, 106.789411, 17.960112}/{-46.793015, 110.599237, 18.368286}/{-43.528214, 113.863263, 18.643139}/{-35.847198, 119.283296, 18.920514}/{-31.646067, 121.298174, 18.919737}/{-22.858179, 124.251158, 18.800444}/{-18.308933, 125.19701, 18.687055}/{-9.215573, 126.365014, 18.504994}/{-4.579699, 126.6, 18.434942}/{0.0, 126.6, 18.434942}/{4.579699, 126.599999, 18.434941}/{9.215573, 126.365011, 18.504994}/{18.308934, 125.197005, 18.687053}/{22.858181, 124.251153, 18.800442}/{31.646069, 121.298167, 18.919735}/{35.8472, 119.283288, 18.920511}/{43.528216, 113.863254, 18.643137}/{46.793017, 110.599228, 18.368284}/{49.539413, 106.789402, 17.96011}/{50.56505, 105.366629, 17.807679}/{51.503337, 103.888454, 17.63944}/{52.362929, 102.362929, 17.459066}/{54.568602, 98.4485, 16.996235}/{56.239798, 94.250481, 16.456352}/{58.805046, 85.686743, 15.39182}/{59.721851, 81.252822, 14.860044}/{61.046216, 72.424616, 13.950332}/{61.469786, 67.934288, 13.562494}/{61.995502, 58.989176, 13.028865}/{62.1, 54.494615, 12.880695}/{62.1, 50.0, 12.880695}/{62.1, 33.333333, 12.880695}/{62.1, 16.666667, 12.880695}/{62.1, 0.0, 12.880695}/{62.1, -16.666667, 12.880695}/{62.1, -33.333333, 12.880695}/{62.1, -50.0, 12.880695}/{62.1, -54.494615, 12.880695}/{61.995502, -58.989176, 13.028865}/{61.469786, -67.934288, 13.562494}/{61.046216, -72.424616, 13.950332}/{59.721851, -81.252822, 14.860044}/{58.805046, -85.686743, 15.39182}/{56.239798, -94.250481, 16.456352}/{54.568602, -98.4485, 16.996235}/{52.362929, -102.362929, 17.459066}/{51.503337, -103.888454, 17.63944}/{50.56505, -105.366629, 17.807679}/{49.539413, -106.789402, 17.96011}/{46.793017, -110.599228, 18.368284}/{43.528216, -113.863254, 18.643137}/{35.8472, -119.283288, 18.920511}/{31.646069, -121.298167, 18.919735}/{22.858181, -124.251153, 18.800442}/{18.308934, -125.197005, 18.687053}/{9.215573, -126.365011, 18.504994}/{4.579699, -126.599999, 18.434941}/{0.0, -126.6, 18.434942}/{-4.579699, -126.599999, 18.434941}/{-9.215573, -126.365011, 18.504994}/{-18.308934, -125.197005, 18.687053}/{-22.858181, -124.251153, 18.800442}/{-31.646069, -121.298167, 18.919735}/{-35.8472, -119.283288, 18.920511}/{-43.528216, -113.863254, 18.643137}/{-46.793017, -110.599228, 18.368284}/{-49.539413, -106.789402, 17.96011}/{-50.56505, -105.366629, 17.807679}/{-51.503337, -103.888454, 17.63944}/{-52.362929, -102.362929, 17.459066}/{-54.568602, -98.4485, 16.996235}/{-56.239798, -94.250481, 16.456352}/{-58.805046, -85.686743, 15.39182}/{-59.721851, -81.252822, 14.860044}/{-61.046216, -72.424616, 13.950332}/{-61.469786, -67.934288, 13.562494}/{-61.995502, -58.989176, 13.028865}/{-62.1, -54.494615, 12.880695}/{-62.1, -50.0, 12.880695}/{-62.1, -33.333333, 12.880695}/{-62.1, -16.666667, 12.880695}/{-62.1, 0.0, 12.880695};;;Hans;;;
Comments;Parameter;New Value;Obstruction;Old Value;Owner;Importance;Date;Author
Tracks are centred on 0,0,0 in Y direction.;minWidth;124.200;;124.951;Hans;;utc 10/23/2013 15:17:21;Hans
;minLength;253.199;;253.998;Hans;;;
Sorry, forgot to check c-value > 0,09/ Vertical dim top border inside;minHeight;12.880;;2.500;Hans;;;
Each panel goes from truss to truss. The panles are obtained by subdividing each strip of envelope between two trusses.  This number operates the subdivision.;transv subdiv;20.0;;15.0;Michela;;;
measured from structure underneath;window's top;2.8;;;Michela;;;
measured from structure underneath;window's bottom;0.0;;;Michela;;;
Each panel goes from truss to truss. The panles are obtained by subdividing each strip of envelope between two trusses.  This number operates the subdivision.;density of trusses;14.0;;;Michela;;;
measured from structure underneath;height of top trusses;40.0;;;Michela;;;
measured from structure underneath;height of bottom trusses;20.0;;;Michela;;;
maximum irradiation is achieved at an angle of 36 degrees;tilt angle;36.0;;;Irem;;;
maximum irradiation is achieved at an angle of 5 degrees west of south;orientation to south;5.0;;;Irem;;;
;PV Annual energy Yield in kWh/a;1663200.0;;;Irem;;;
Request for module surface area, a random value is used;PV module surface area;30000.0;;;Irem;;;
Request for module width, a random value is used;module width;0.45;;;Irem;;;
Truss height is expressed as a fraction of the total width of the roof/ Height of Trusses;Truss Height;5.2;;;Yannis;;;
;Number of Welds;474;;;Yannis;;;
;Average Length of Trusses;9.301.975;;;Yannis;;;
;Lower Arc;//%{-41.960113, -114.6, 28.594533}/{0.0, -114.6, 27.657083}/{41.960113, -114.6, 28.594533}%{-51.77949, -102.6, 27.365479}/{0.0, -102.6, 26.20865}/{51.77949, -102.6, 27.365479}%{-56.797949, -90.6, 25.84155}/{0.0, -90.6, 24.572601}/{56.797949, -90.6, 25.84155}%{-59.542565, -78.6, 24.397293}/{0.0, -78.6, 23.067025}/{59.542565, -78.6, 24.397293}%{-60.940943, -66.6, 23.280357}/{0.0, -66.6, 21.918847}/{60.940943, -66.6, 23.280357}%{-61.481682, -54.6, 22.678016}/{0.0, -54.6, 21.304426}/{61.481682, -54.6, 22.678016}%{-61.5, -42.6, 22.650864}/{0.0, -42.6, 21.276864}/{61.5, -42.6, 22.650864}%{-61.5, -30.6, 22.650864}/{0.0, -30.6, 21.276864}/{61.5, -30.6, 22.650864}%{-61.5, -18.6, 22.650864}/{0.0, -18.6, 21.276864}/{61.5, -18.6, 22.650864}%{-61.5, -6.6, 22.650864}/{0.0, -6.6, 21.276864}/{61.5, -6.6, 22.650864}%{-61.5, 5.4, 22.650864}/{0.0, 5.4, 21.276864}/{61.5, 5.4, 22.650864}%{-61.5, 17.4, 22.650864}/{0.0, 17.4, 21.276864}/{61.5, 17.4, 22.650864}%{-61.5, 29.4, 22.650864}/{0.0, 29.4, 21.276864}/{61.5, 29.4, 22.650864}%{-61.5, 41.4, 22.650864}/{0.0, 41.4, 21.276864}/{61.5, 41.4, 22.650864}%{-61.492435, 53.4, 22.662077}/{0.0, 53.4, 21.288246}/{61.492435, 53.4, 22.662077}%{-61.018313, 65.4, 23.200764}/{-2.1633e-8, 65.4, 21.837525}/{61.018313, 65.4, 23.200764}%{-59.724491, 77.4, 24.269371}/{-9.216e-8, 77.4, 22.935039}/{59.724491, 77.4, 24.269371}%{-57.150278, 89.4, 25.688916}/{-6.3371e-7, 89.4, 24.412095}/{57.150277, 89.4, 25.688915}%{-52.438092, 101.4, 27.218631}/{-1.442e-6, 101.4, 26.047087}/{52.438089, 101.4, 27.21863}%{-43.431411, 113.4, 28.510396}/{-4.1479e-6, 113.4, 27.540074}/{43.431402, 113.4, 28.510394}%{-16.317417, 125.4, 28.641943}/{-0.000013, 125.4, 28.277387}/{16.317392, 125.4, 28.641941};;;Yannis;;;
;Upper Arc;//%{-41.960113, -114.6, 28.594533}/{0.0, -114.6, 33.447579}/{41.960113, -114.6, 28.594533}%{-51.77949, -102.6, 27.365479}/{0.0, -102.6, 33.354219}/{51.77949, -102.6, 27.365479}%{-56.797949, -90.6, 25.84155}/{0.0, -90.6, 32.410718}/{56.797949, -90.6, 25.84155}%{-59.542565, -78.6, 24.397293}/{0.0, -78.6, 31.283899}/{59.542565, -78.6, 24.397293}%{-60.940943, -66.6, 23.280357}/{0.0, -66.6, 30.328697}/{60.940943, -66.6, 23.280357}%{-61.481682, -54.6, 22.678016}/{0.0, -54.6, 29.788898}/{61.481682, -54.6, 22.678016}%{-61.5, -42.6, 22.650864}/{0.0, -42.6, 29.763864}/{61.5, -42.6, 22.650864}%{-61.5, -30.6, 22.650864}/{0.0, -30.6, 29.763864}/{61.5, -30.6, 22.650864}%{-61.5, -18.6, 22.650864}/{0.0, -18.6, 29.763864}/{61.5, -18.6, 22.650864}%{-61.5, -6.6, 22.650864}/{0.0, -6.6, 29.763864}/{61.5, -6.6, 22.650864}%{-61.5, 5.4, 22.650864}/{0.0, 5.4, 29.763864}/{61.5, 5.4, 22.650864}%{-61.5, 17.4, 22.650864}/{0.0, 17.4, 29.763864}/{61.5, 17.4, 22.650864}%{-61.5, 29.4, 22.650864}/{0.0, 29.4, 29.763864}/{61.5, 29.4, 22.650864}%{-61.5, 41.4, 22.650864}/{0.0, 41.4, 29.763864}/{61.5, 41.4, 22.650864}%{-61.492435, 53.4, 22.662077}/{0.0, 53.4, 29.774202}/{61.492435, 53.4, 22.662077}%{-61.018313, 65.4, 23.200764}/{-2.1633e-8, 65.4, 30.258052}/{61.018313, 65.4, 23.200764}%{-59.724491, 77.4, 24.269371}/{-9.216e-8, 77.4, 31.177018}/{59.724491, 77.4, 24.269371}%{-57.150278, 89.4, 25.688916}/{-6.3371e-7, 89.4, 32.298833}/{57.150277, 89.4, 25.688915}%{-52.438092, 101.4, 27.218631}/{-1.442e-6, 101.4, 33.283543}/{52.438089, 101.4, 27.21863}%{-43.431411, 113.4, 28.510396}/{-4.1479e-6, 113.4, 33.533608}/{43.431402, 113.4, 28.510394}%{-16.317417, 125.4, 28.641943}/{-0.000013, 125.4, 30.529189}/{16.317392, 125.4, 28.641941};;;Yannis;;;
Distance between every truss;Inter-Truss Distance;12;;;Yannis;;;
Height of Roof due to slope;Slope-height;5.2;;;Yannis;;;
Distance between every knot on the beams;Inter-Segment Distance;7.235.294;;;Yannis;;;
